,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Mortality Rate (by County),Population (by County)
3103,TX,TARRANT,FORT WORTH,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,"1800 PARK PLACE AVENUE
FORT WORTH, TX
(32.725778, -97.346185)",4,593,35,NaN,NaN
3104,TX,MONTGOMERY,THE WOODLANDS,ST LUKE'S THE WOODLANDS HOSPITAL,"17200 ST LUKE'S WAY
THE WOODLANDS, TX
(30.20566, -95.460773)",3,1201,23,NaN,NaN
3105,TX,BEXAR,SAN ANTONIO,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,"18600 NORTH HARDY OAK BLVD
SAN ANTONIO, TX
(29.613207, -98.478493)",5,591,49,NaN,NaN
3106,TX,SMITH,TYLER,BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,"1814 ROSELAND BOULEVARD
TYLER, TX
(32.329248, -95.299467)",5,657,48,NaN,NaN
3107,TX,DALLAS,DALLAS,PINE CREEK MEDICAL CENTER LLP,"9032 HARRY HINES BLVD
DALLAS, TX
(32.840161, -96.868835)",4,268,35,NaN,NaN
3108,TX,COLLIN,PLANO,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,"4700 ALLIANCE BOULEVARD
PLANO, TX
(33.014361, -96.791185)",4,1364,26,NaN,NaN
3109,TX,COLLIN,FRISCO,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,"12505 LEBANON ROAD
FRISCO, TX
(33.115871, -96.769892)",3,649,24,NaN,NaN
3110,TX,COLLIN,PLANO,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,"6020 W PARKER ROAD
PLANO, TX
(33.045103, -96.832226)",4,180,27,NaN,NaN
3111,TX,DENTON,DENTON,THE HEART HOSPITAL BAYLOR DENTON,"2801 SOUTH MAYHILL ROAD
DENTON, TX
(33.17697, -97.088199)",5,212,39,NaN,NaN
3112,TX,TARRANT,SOUTHLAKE,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,"1545 E SOUTHLAKE BLVD
SOUTHLAKE, TX
(32.94097, -97.127613)",5,371,42,NaN,NaN
3113,TX,DALLAS,DALLAS,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,"7115 GREENVILLE AVENUE SUITE 100
DALLAS, TX
(32.876377, -96.761726)",5,165,42,NaN,NaN
3114,TX,MEDINA,HONDO,MEDINA REGIONAL HOSPITAL,"3100 AVENUE E
HONDO, TX
(29.335247, -99.133416)",4,140,25,NaN,NaN
3115,TX,CAMP,PITTSBURG,EAST TEXAS MEDICAL CENTER PITTSBURG,"2701 US HWY 271 N
PITTSBURG, TX
(33.02843, -94.962966)",4,125,22,NaN,NaN
3116,TX,CALHOUN,PORT LAVACA,MEMORIAL MEDICAL CENTER,"815 N VIRGINIA STREET
PORT LAVACA, TX
(28.620912, -96.631537)",3,137,21,NaN,NaN
3117,TX,BREWSTER,ALPINE,BIG BEND REGIONAL MEDICAL CENTER,"2600 HIGHWAY 118 NORTH
ALPINE, TX
(30.383811, -103.67214)",4,124,22,NaN,NaN
3118,TX,MOORE,DUMAS,MEMORIAL HOSPITAL,"224 E SECOND STREET
DUMAS, TX
(35.864264, -101.971006)",3,151,22,NaN,NaN
3119,TX,CALDWELL,LULING,SETON EDGAR B DAVIS HOSPITAL,"130 HAYS STREET
LULING, TX
(29.67253, -97.654254)",4,100,29,NaN,NaN
3120,TX,WOOD,QUITMAN,EAST TEXAS MEDICAL CENTER QUITMAN,"117 WINNSBORO STREET
QUITMAN, TX
(32.796155, -95.445296)",4,146,25,NaN,NaN
3121,TX,CORYELL,GATESVILLE,CORYELL MEMORIAL HEALTHCARE SYSTEM,"1507 W MAIN STREET
GATESVILLE, TX
(31.433152, -97.778822)",4,170,43,NaN,NaN
3122,UT,UTAH,PROVO,UTAH VALLEY HOSPITAL,"1034 NORTH 500 WEST
PROVO, UT
(40.248084, -111.667383)",3,3328,24,NaN,NaN
3123,UT,IRON,CEDAR CITY,CEDAR CITY HOSPITAL,"1303 NORTH MAIN STREET
CEDAR CITY, UT
(37.700591, -113.063985)",4,597,28,NaN,NaN
3124,UT,WEBER,OGDEN,OGDEN REGIONAL MEDICAL CENTER,"5475 SOUTH 500 EAST
OGDEN, UT
(41.163502, -111.96862)",3,1144,21,NaN,NaN
3125,UT,SALT LAKE,SALT LAKE CITY,LDS HOSPITAL,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.778509, -111.880576)",3,1745,27,NaN,NaN
3126,UT,WEBER,OGDEN,MCKAY DEE HOSPITAL,"4401 HARRISON BOULEVARD
OGDEN, UT
(41.182796, -111.949118)",3,2918,25,NaN,NaN
3127,UT,DAVIS,BOUNTIFUL,LAKEVIEW HOSPITAL,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.886855, -111.868618)",4,517,24,NaN,NaN
3128,UT,WASHINGTON,ST GEORGE,DIXIE REGIONAL MEDICAL CENTER,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09985, -113.55333)",3,3535,29,NaN,NaN
3129,UT,SALT LAKE,MURRAY,INTERMOUNTAIN MEDICAL CENTER,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.658731, -111.894491)",3,5003,26,NaN,NaN
3130,UT,SALT LAKE,SANDY,ALTA VIEW HOSPITAL,"9660 SOUTH 1300 EAST
SANDY, UT
(40.57736, -111.853191)",3,755,28,NaN,NaN
3131,UT,SALT LAKE,SALT LAKE CITY,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.772984, -111.83672)",4,1769,24,NaN,NaN
3132,UT,CARBON,PRICE,CASTLEVIEW HOSPITAL,"300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.605402, -110.831911)",3,382,38,NaN,NaN
3133,UT,UTAH,OREM,OREM COMMUNITY HOSPITAL,"331 NORTH 400 WEST
OREM, UT
(40.304506, -111.703472)",4,291,26,NaN,NaN
3134,UT,BOX ELDER,BRIGHAM CITY,BRIGHAM CITY COMMUNITY HOSPITAL,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49107, -112.024441)",4,163,21,NaN,NaN
3135,UT,SEVIER,RICHFIELD,SEVIER VALLEY HOSPITAL,"1000 NORTH MAIN STREET
RICHFIELD, UT
(38.783275, -112.084663)",3,198,27,NaN,NaN
3136,UT,UTAH,AMERICAN FORK,AMERICAN FORK HOSPITAL,"170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.380506, -111.769094)",3,1109,22,NaN,NaN
3137,UT,CACHE,LOGAN,LOGAN REGIONAL HOSPITAL,"500 EAST 1400 NORTH
LOGAN, UT
(41.757461, -111.822877)",4,1299,25,NaN,NaN
3138,UT,DUCHESNE,ROOSEVELT,UINTAH BASIN MEDICAL CENTER,"250 WEST 300 NORTH
ROOSEVELT, UT
(40.3034, -109.996176)",3,316,25,NaN,NaN
3139,UT,SALT LAKE,SALT LAKE CITY,SALT LAKE REGIONAL MEDICAL CENTER,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.769348, -111.861175)",3,659,27,NaN,NaN
3140,UT,SALT LAKE,SALT LAKE CITY,ST MARK'S HOSPITAL,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.687062, -111.857446)",3,1179,21,NaN,NaN
3141,UT,DAVIS,LAYTON,DAVIS HOSPITAL AND MEDICAL CENTER,"1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.089242, -111.995471)",3,841,26,NaN,NaN
3142,UT,UTAH,PAYSON,MOUNTAIN VIEW HOSPITAL,"1000 EAST 100 NORTH
PAYSON, UT
(40.044633, -111.715257)",3,481,24,NaN,NaN
3143,UT,BOX ELDER,TREMONTON,BEAR RIVER VALLEY HOSPITAL,"905 NORTH 1000 WEST
TREMONTON, UT
(41.723768, -112.181979)",5,100,27,NaN,NaN
3144,UT,CACHE,NORTH LOGAN,CACHE VALLEY  HOSPITAL,"2380 NORTH 400 EAST
NORTH LOGAN, UT
(41.775714, -111.823092)",4,165,30,NaN,NaN
3145,UT,WASATCH,HEBER CITY,HEBER VALLEY HOSPITAL,"1485 SOUTH HIGHWAY 40
HEBER CITY, UT
(40.489047, -111.409218)",4,144,25,NaN,NaN
3146,UT,UINTAH,VERNAL,ASHLEY REGIONAL MEDICAL CENTER,"150 WEST 100 NORTH
VERNAL, UT
(40.45779, -109.530464)",3,234,28,NaN,NaN
3147,UT,SANPETE,MOUNT PLEASANT,SANPETE VALLEY HOSPITAL - CAH,"1100 SOUTH MEDICAL DRIVE
MOUNT PLEASANT, UT
(39.531803, -111.461194)",5,102,27,NaN,NaN
3148,UT,SANPETE,GUNNISON,GUNNISON VALLEY HOSPITAL,"64 EAST 100 NORTH
GUNNISON, UT
(39.156661, -111.817014)",5,117,26,NaN,NaN
3149,UT,SALT LAKE,DRAPER,LONE PEAK HOSPITAL,"11925 S STATE STREET
DRAPER, UT
(40.535238, -111.891464)",4,301,20,NaN,NaN
3150,UT,UTAH,OREM,TIMPANOGOS REGIONAL HOSPITAL,"750 WEST 800 NORTH
OREM, UT
(40.312173, -111.71499)",3,650,22,NaN,NaN
3151,UT,SALT LAKE,RIVERTON,RIVERTON HOSPITAL,"3741 WEST 12600 SOUTH
RIVERTON, UT
(40.522238, -111.979725)",4,1199,27,NaN,NaN
3152,UT,SUMMIT,PARK CITY,PARK CITY HOSPITAL,"900 ROUND VALLEY DRIVE
PARK CITY, UT
(40.687697, -111.468952)",4,403,23,NaN,NaN
3153,UT,SALT LAKE,WEST JORDAN,JORDAN VALLEY MEDICAL CENTER,"3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.587958, -111.975285)",3,1603,23,NaN,NaN
3154,UT,JUAB,NEPHI,CENTRAL VALLEY MEDICAL CENTER - CAH,"48 WEST 1500 NORTH
NEPHI, UT
(39.730587, -111.837215)",5,231,42,NaN,NaN
3155,VT,CHITTENDEN,BURLINGTON,UNIVERSITY OF VERMONT MEDICAL CENTER,"111 COLCHESTER AVE
BURLINGTON, VT
(44.480966, -73.195571)",3,3760,28,NaN,NaN
3156,VT,LAMOILLE,MORRISVILLE,COPLEY HOSPITAL,"528 WASHINGTON HIGHWAY
MORRISVILLE, VT
(44.554186, -72.591214)",4,578,41,NaN,NaN
3157,VT,RUTLAND,RUTLAND,RUTLAND REGIONAL MEDICAL CENTER,"160 ALLEN ST
RUTLAND, VT
(43.599188, -72.956195)",4,936,32,NaN,NaN
3158,VT,BENNINGTON,BENNINGTON,SOUTHWESTERN VERMONT MEDICAL CENTER,"100 HOSPITAL DRIVE
BENNINGTON, VT
(42.873911, -73.204343)",4,362,29,NaN,NaN
3159,VT,ORANGE,RANDOLPH,GIFFORD MEDICAL CENTER,"44 SOUTH MAIN STREET
RANDOLPH, VT
(43.917547, -72.666255)",4,326,33,NaN,NaN
3160,VT,FRANKLIN,SAINT ALBANS,NORTHWESTERN MEDICAL CENTER INC,"133 FAIRFIELD STREET
SAINT ALBANS, VT
(44.806463, -73.072549)",4,459,27,NaN,NaN
3161,VT,WINDHAM,BRATTLEBORO,BRATTLEBORO MEMORIAL HOSPITAL,"17 BELMONT AVE
BRATTLEBORO, VT
(42.842084, -72.56472)",3,338,25,NaN,NaN
3162,VT,ADDISON,MIDDLEBURY,"PORTER HOSPITAL, INC","115 PORTER DRIVE
MIDDLEBURY, VT
(43.99947, -73.169803)",3,313,32,NaN,NaN
3163,VA,NORTON CITY,NORTON,NORTON COMMUNITY HOSPITAL,"100 15TH NW STREET
NORTON, VA
(36.932031, -82.64338)",4,397,17,NaN,NaN
3164,VT,ORLEANS,NEWPORT,NORTH COUNTRY HOSPITAL AND HEALTH CENTER,"189 PROUTY DRIVE
NEWPORT, VT
(44.954614, -72.200339)",4,240,26,NaN,NaN
3165,VA,CULPEPER,CULPEPER,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,"501 SUNSET LANE
CULPEPER, VA
(38.454848, -78.011305)",3,301,24,NaN,NaN
3166,VA,NORFOLK CITY,NORFOLK,SENTARA NORFOLK GENERAL HOSPITAL,"600 GRESHAM DR
NORFOLK, VA
(36.859728, -76.30482)",3,551,33,NaN,NaN
3167,VA,RUSSELL,LEBANON,RUSSELL COUNTY MEDICAL CENTER,"58 CARROLL STREET
LEBANON, VA
(36.899027, -82.078105)",4,140,17,NaN,NaN
3168,VA,LYNCHBURG CITY,LYNCHBURG,"CENTRA  HEALTH, INC","1901 TATE SPRINGS ROAD
LYNCHBURG, VA
(37.416648, -79.169753)",3,3573,24,NaN,NaN
3169,VA,ROANOKE CITY,ROANOKE,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE
ROANOKE, VA
(37.252046, -79.942297)",3,2066,28,NaN,NaN
3170,VA,CHARLOTTESVILLE CITY,CHARLOTTESVILLE,UNIVERSITY OF VIRGINIA MEDICAL CENTER,"1215 LEE STREET
CHARLOTTESVILLE, VA
(38.031829, -78.498455)",3,960,27,NaN,NaN
3171,VI,,ST CROIX,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED
ST CROIX, VI
(17.733184, -64.752261)",2,470,29,NaN,NaN
3172,VA,RICHMOND CITY,RICHMOND,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,"1250 EAST MARSHALL STREET - BOX 980510
RICHMOND, VA
(37.539753, -77.429882)",4,2136,19,NaN,NaN
3173,VA,PORTSMOUTH CITY,PORTSMOUTH,BON SECOURS MARYVIEW MEDICAL CENTER,"3636 HIGH STREET
PORTSMOUTH, VA
(36.836211, -76.348365)",2,1182,20,NaN,NaN
3174,VA,HARRISONBURG CITY,HARRISONBURG,SENTARA RMH MEDICAL CENTER,"2010 HEALTH CAMPUS DRIVE
HARRISONBURG, VA
(38.40614, -78.858322)",3,731,32,NaN,NaN
3175,VA,FREDERICKSBURG CITY,FREDERICKSBURG,"MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD
FREDERICKSBURG, VA
(38.310732, -77.481482)",3,2791,25,NaN,NaN
3176,VA,HOPEWELL CITY,HOPEWELL,JOHN RANDOLPH MEDICAL CENTER,"411 WEST RANDOLPH ROAD
HOPEWELL, VA
(37.307065, -77.291491)",3,545,23,NaN,NaN
3177,VA,NORFOLK CITY,NORFOLK,BON SECOURS DEPAUL MEDICAL CENTER,"150 KINGSLEY LANE
NORFOLK, VA
(36.89843, -76.281644)",2,971,21,NaN,NaN
3178,VA,AUGUSTA,FISHERSVILLE,AUGUSTA HEALTH,"78 MEDICAL CENTER DRIVE
FISHERSVILLE, VA
(38.092332, -78.988461)",4,241,29,NaN,NaN
3179,VA,FAUQUIER,WARRENTON,FAUQUIER HOSPITAL,"500 HOSPITAL DRIVE
WARRENTON, VA
(38.714858, -77.808306)",3,591,25,NaN,NaN
3180,VA,WINCHESTER CITY,WINCHESTER,WINCHESTER MEDICAL CENTER,"1840 AMHERST ST
WINCHESTER, VA
(39.191603, -78.193054)",3,595,26,NaN,NaN
3181,VA,HALIFAX,SOUTH BOSTON,SENTARA HALIFAX REGIONAL HOSPITAL,"2204 WILBORN AVENUE
SOUTH BOSTON, VA
(36.713485, -78.913198)",4,797,35,NaN,NaN
3182,VT,CALEDONIA,SAINT JOHNSBURY,NORTHEASTERN VERMONT REGIONAL HOSPITAL,"1315 HOSPITAL DRIVE
SAINT JOHNSBURY, VT
(44.445262, -72.009516)",4,321,31,NaN,NaN
3183,VA,NORFOLK CITY,NORFOLK,SENTARA LEIGH HOSPITAL,"830 KEMPSVILLE ROAD
NORFOLK, VA
(36.850592, -76.191695)",4,595,31,NaN,NaN
3184,VA,SUFFOLK CITY,SUFFOLK,SENTARA OBICI HOSPITAL,"2800 GODWIN BOULEVARD
SUFFOLK, VA
(36.773058, -76.583413)",4,570,32,NaN,NaN
3185,VA,WARREN,FRONT ROYAL,WARREN MEMORIAL HOSPITAL,"1000 NORTH SHENANDOAH AVE
FRONT ROYAL, VA
(38.930415, -78.19893)",3,234,15,NaN,NaN
3186,VA,SALEM,SALEM,LEWISGALE MEDICAL CENTER,"1900 ELECTRIC ROAD
SALEM, VA
(37.265106, -80.033158)",2,1110,23,NaN,NaN
3187,VA,LOUDOUN,LEESBURG,INOVA LOUDOUN HOSPITAL,"44045 RIVERSIDE PARKWAY
LEESBURG, VA
(39.074609, -77.475227)",4,483,23,NaN,NaN
3188,VA,MANASSAS CITY,MANASSAS,NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,"8700 SUDLEY RD
MANASSAS, VA
(38.767458, -77.484936)",3,434,18,NaN,NaN
3189,VA,SMYTH,MARION,SMYTH COUNTY COMMUNITY HOSPITAL,"245 MEDICAL PARK DRIVE
MARION, VA
(36.850466, -81.489801)",4,211,21,NaN,NaN
3190,VA,ALEXANDRIA CITY,ALEXANDRIA,INOVA ALEXANDRIA HOSPITAL,"4320 SEMINARY RD
ALEXANDRIA, VA
(38.824128, -77.104437)",3,461,20,NaN,NaN
3191,VA,ARLINGTON,ARLINGTON,VIRGINIA HOSPITAL CENTER,"1701 NORTH GEORGE MASON DRIVE
ARLINGTON, VA
(38.889088, -77.128654)",4,2681,26,NaN,NaN
3192,VA,MONTGOMERY,CHRISTIANSBURG,CARILION NEW RIVER VALLEY MEDICAL CENTER,"2900 LAMB CIRCLE
CHRISTIANSBURG, VA
(37.08894, -80.506786)",3,712,24,NaN,NaN
3193,VA,NEWPORT NEWS CITY,NEWPORT NEWS,MARY IMMACULATE HOSPITAL,"2 BERNARDINE DRIVE
NEWPORT NEWS, VA
(37.143006, -76.51312)",3,1232,26,NaN,NaN
3194,VA,NEWPORT NEWS CITY,NEWPORT NEWS,RIVERSIDE REGIONAL MEDICAL CENTER,"500 J CLYDE MORRIS BLVD
NEWPORT NEWS, VA
(37.06389, -76.4854)",3,758,22,NaN,NaN
3195,VA,FAIRFAX,FALLS CHURCH,INOVA FAIRFAX HOSPITAL,"3300 GALLOWS ROAD
FALLS CHURCH, VA
(38.857674, -77.225833)",3,493,22,NaN,NaN
3196,VA,WASHINGTON,ABINGDON,JOHNSTON MEMORIAL HOSPITAL,"16000 JOHNSTON MEMORIAL DRIVE
ABINGDON, VA
(36.722697, -81.911784)",3,1038,20,NaN,NaN
3197,VA,VIRGINIA BEACH CITY,VIRGINIA BEACH,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,"1060 FIRST COLONIAL ROAD
VIRGINIA BEACH, VA
(36.820277, -75.99862)",3,591,31,NaN,NaN
3198,VA,HENRICO,RICHMOND,BON SECOURS ST MARYS HOSPITAL,"5801 BREMO RD
RICHMOND, VA
(37.584405, -77.513262)",4,3149,27,NaN,NaN
3199,VA,ACCOMACK,ONANCOCK,RIVERSIDE SHORE MEMORIAL HOSPITAL,"20480 MARKET STREET
ONANCOCK, VA
(37.699712, -75.720937)",3,355,19,NaN,NaN
3200,VA,TAZEWELL,RICHLANDS,CLINCH VALLEY MEDICAL CENTER,"6801 GOVERNOR GC PERRY HIGHWAY
RICHLANDS, VA
(37.093978, -81.819444)",3,480,32,NaN,NaN
3201,VA,FAIRFAX,FAIRFAX,INOVA FAIR OAKS HOSPITAL,"3600 JOSEPH SIEWICK DRIVE
FAIRFAX, VA
(38.882234, -77.382499)",4,430,23,NaN,NaN
3202,VA,ALBEMARLE,CHARLOTTESVILLE,MARTHA JEFFERSON HOSPITAL,"500 MARTHA JEFFERSON DRIVE
CHARLOTTESVILLE, VA
(38.025106, -78.444855)",4,613,33,NaN,NaN
3203,VA,FRANKLIN,ROCKY MOUNT,CARILION FRANKLIN MEMORIAL HOSPITAL,"180 FLOYD AVENUE
ROCKY MOUNT, VA
(36.994584, -79.889813)",3,290,29,NaN,NaN
3204,VA,JAMES CITY,WILLIAMSBURG,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,"100 SENTARA CIRCLE
WILLIAMSBURG, VA
(37.335033, -76.742161)",4,671,30,NaN,NaN
3205,VA,FAIRFAX,RESTON,RESTON HOSPITAL CENTER,"1850 TOWN CENTER PARKWAY
RESTON, VA
(38.961925, -77.362633)",3,1238,23,NaN,NaN
3206,VA,MARTINSVILLE CITY,MARTINSVILLE,SOVAH HEALTH MARTINSVILLE,"320 HOSPITAL DRIVE
MARTINSVILLE, VA
(36.699239, -79.865836)",2,539,31,NaN,NaN
3207,VA,DANVILLE CITY,DANVILLE,SOVAH HEALTH DANVILLE,"142 SOUTH MAIN STREET
DANVILLE, VA
(36.577072, -79.40481)",2,894,24,NaN,NaN
3208,VA,PRINCE EDWARD,FARMVILLE,"SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET
FARMVILLE, VA
(37.303317, -78.403058)",3,434,17,NaN,NaN
3209,VA,PETERSBURG CITY,PETERSBURG,SOUTHSIDE REGIONAL MEDICAL CENTER,"200 MEDICAL PARK BOULEVARD
PETERSBURG, VA
(37.183654, -77.361466)",3,568,25,NaN,NaN
3210,VA,HAMPTON CITY,HAMPTON,SENTARA CAREPLEX HOSPITAL,"3000 COLISEUM DRIVE
HAMPTON, VA
(37.056448, -76.392362)",3,557,31,NaN,NaN
3211,VA,BEDFORD,BEDFORD,BEDFORD MEMORIAL HOSPITAL,"1613 OAKWOOD STREET
BEDFORD, VA
(37.351563, -79.516415)",4,265,24,NaN,NaN
3212,VA,FRANKLIN CITY,FRANKLIN,SOUTHAMPTON MEMORIAL HOSPITAL,"100 FAIRVIEW DRIVE - PO BOX 817
FRANKLIN, VA
(36.691171, -76.934942)",3,282,28,NaN,NaN
3213,VA,RICHMOND CITY,RICHMOND,BON SECOURS RICHMOND COMMUNITY HOSPITAL,"1500 N. 28TH STREET
RICHMOND, VA
(37.540264, -77.406271)",4,120,16,NaN,NaN
3214,VA,ESSEX,TAPPAHANNOCK,RIVERSIDE TAPPAHANNOCK HOSPITAL,"618 HOSPITAL ROAD
TAPPAHANNOCK, VA
(37.900668, -76.877614)",3,342,26,NaN,NaN
3215,VA,STAFFORD,STAFFORD,"STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD
STAFFORD, VA
(38.413924, -77.408606)",3,755,19,NaN,NaN
3216,VA,MONTGOMERY,BLACKSBURG,LEWISGALE HOSPITAL MONTGOMERY,"3700 SOUTH MAIN STREET
BLACKSBURG, VA
(37.185621, -80.408612)",3,642,22,NaN,NaN
3217,VA,GLOUCESTER,GLOUCESTER,RIVERSIDE WALTER REED HOSPITAL,"7519 HOSPITAL ROAD
GLOUCESTER, VA
(37.419475, -76.54318)",3,445,26,NaN,NaN
3218,VA,WYTHE,WYTHEVILLE,WYTHE COUNTY COMMUNITY HOSPITAL,"600 WEST RIDGE ROAD
WYTHEVILLE, VA
(36.953297, -81.095069)",3,397,31,NaN,NaN
3219,VA,HENRICO,RICHMOND,HENRICO DOCTORS' HOSPITAL,"1602 SKIPWITH ROAD
RICHMOND, VA
(37.604045, -77.537717)",3,2370,23,NaN,NaN
3220,VA,PULASKI,PULASKI,LEWISGALE HOSPITAL PULASKI,"2400 LEE HIGHWAY
PULASKI, VA
(37.068744, -80.758807)",3,248,24,NaN,NaN
3221,VA,GALAX CITY,GALAX,TWIN COUNTY REGIONAL HOSPITAL,"200 HOSPITAL DRIVE
GALAX, VA
(36.671813, -80.923814)",3,449,29,NaN,NaN
3222,VA,SPOTSYLVANIA,FREDERICKSBURG,SPOTSYLVANIA REGIONAL MEDICAL CENTER,"4600 SPOTSYLVANIA PARKWAY
FREDERICKSBURG, VA
(38.219496, -77.49645)",3,849,21,NaN,NaN
3223,VA,VIRGINIA BEACH CITY,VIRGINIA BEACH,SENTARA PRINCESS ANNE HOSPITAL,"2025 GLENN MITCHELL DRIVE
VIRGINIA BEACH, VA
(36.777194, -76.096738)",4,582,30,NaN,NaN
3224,VA,WISE,BIG STONE GAP,LONESOME PINE HOSPITAL,"1990 HOLTON AVENUE EAST
BIG STONE GAP, VA
(36.877284, -82.75567)",4,502,29,NaN,NaN
3225,VA,FAIRFAX,ALEXANDRIA,INOVA MOUNT VERNON HOSPITAL,"2501 PARKERS LANE
ALEXANDRIA, VA
(38.739993, -77.074637)",4,579,29,NaN,NaN
3226,VA,CHESTERFIELD,MIDLOTHIAN,BON SECOURS ST FRANCIS MEDICAL CENTER,"13710 ST FRANCIS BOULEVARD
MIDLOTHIAN, VA
(37.466398, -77.659056)",3,1358,24,NaN,NaN
3227,VA,MECKLENBURG,SOUTH HILL,COMMUNITY MEMORIAL HOSPITAL,"1755 NORTH MECKLENBURG AVENUE
SOUTH HILL, VA
(36.747656, -78.104106)",3,324,26,NaN,NaN
3228,VA,PRINCE WILLIAM,WOODBRIDGE,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,"2300 OPITZ BOULEVARD
WOODBRIDGE, VA
(38.634953, -77.284211)",3,577,26,NaN,NaN
3229,VA,CHESAPEAKE CITY,CHESAPEAKE,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH
CHESAPEAKE, VA
(36.746111, -76.244828)",3,565,22,NaN,NaN
3230,VA,CHESTERFIELD,RICHMOND,CJW MEDICAL CENTER,"7101 JAHNKE ROAD
RICHMOND, VA
(37.515832, -77.52488)",3,2409,21,NaN,NaN
3231,VA,PAGE,LURAY,"PAGE MEMORIAL HOSPITAL, INC","200 MEMORIAL DRIVE
LURAY, VA
(38.662482, -78.469864)",4,112,24,NaN,NaN
3232,VA,SHENANDOAH,WOODSTOCK,SHENANDOAH MEMORIAL HOSPITAL,"759 SOUTH MAIN STREET
WOODSTOCK, VA
(38.871586, -78.513936)",4,342,29,NaN,NaN
3233,VA,LANCASTER,KILMARNOCK,RAPPAHANNOCK GENERAL HOSPITAL,"101 HARRIS ROAD
KILMARNOCK, VA
(37.70029, -76.389778)",3,166,27,NaN,NaN
3234,VA,JAMES CITY,WILLIAMSBURG,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,"1500 COMMONWEALTH AVENUE
WILLIAMSBURG, VA
(37.251622, -76.666875)",4,308,28,NaN,NaN
3235,WA,KING,SEATTLE,NORTHWEST HOSPITAL,"1550 NORTH 115TH STREET
SEATTLE, WA
(47.712263, -122.33598)",4,2021,29,NaN,NaN
3236,VA,BUCHANAN,GRUNDY,BUCHANAN GENERAL HOSPITAL,"1535 SLATE CREEK ROAD
GRUNDY, VA
(37.285506, -82.067817)",4,262,31,NaN,NaN
3237,VA,LEXINGTON CITY,LEXINGTON,CARILION STONEWALL JACKSON HOSPITAL,"1 HEALTH CIRCLE
LEXINGTON, VA
(37.778455, -79.442049)",4,234,29,NaN,NaN
3238,VA,GILES,PEARISBURG,CARILION GILES COMMUNITY HOSPITAL,"159 HARTLEY WAY
PEARISBURG, VA
(37.332697, -80.710747)",4,207,29,NaN,NaN
3239,WA,SKAGIT,MOUNT VERNON,SKAGIT VALLEY HOSPITAL,"1415 KINCAID STREET
MOUNT VERNON, WA
(48.417422, -122.324335)",2,718,24,NaN,NaN
3240,VA,LOUDOUN,DULLES,STONESPRINGS HOSPITAL CENTER,"24440 STONE SPRINGS BOULEVARD
DULLES, VA
(38.941188, -77.544299)",4,206,22,NaN,NaN
3241,WA,WALLA WALLA,WALLA WALLA,PROVIDENCE ST MARY MEDICAL CENTER,"401 W POPLAR ST
WALLA WALLA, WA
(46.06294, -118.343136)",4,1144,30,NaN,NaN
3242,VA,PRINCE WILLIAM,HAYMARKET,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,"15225 HEALTHCOTE BOULEVARD
HAYMARKET, VA
(38.822174, -77.641889)",3,298,22,NaN,NaN
